Tarama Tarihi,Fon Kodu,Fon Adı,Son Fiyat
2025-07-24,MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,
2025-07-24,MTV,AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,MTX,TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON,
2025-07-24,MUT,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,NAU,NEO PORTFÖY ALTIN FONU,
2025-07-24,NBH,NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,
2025-07-24,NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,
2025-07-24,NFF,NEO PORTFÖY FON SEPETİ SERBEST FON,
2025-07-24,NHP,NEO PORTFÖY BİRİNCİ FON SEPETİ FONU,
2025-07-24,NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,NJF,NUROL PORTFÖY ALTIN KATILIM FONU,
2025-07-24,NJR,NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,
2025-07-24,NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,
2025-07-24,NKA,NEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,
2025-07-24,NKP,NEO PORTFÖY KAR PAYI ÖDEYEN DEĞİŞKEN FON,
2025-07-24,NLE,NUROL PORTFÖY EMLAK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,NLK,NUROL PORTFÖY KISA VADELİ SERBEST FON,
2025-07-24,NME,NUROL PORTFÖY MERCAN KATILIM SERBEST (DÖVİZ) FON,
2025-07-24,NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,NPH,NUROL PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,
2025-07-24,NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,
2025-07-24,NSA,NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON,
2025-07-24,NSD,NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,
2025-07-24,NSH,NUROL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,NSK,NEO PORTFÖY BİRİNCİ SERBEST FON,
2025-07-24,NSP,NUROL PORTFÖY PARA PİYASASI KATILIM FONU,
2025-07-24,NST,İŞ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,NTI,NEO PORTFÖY TEKNOLOJİ VE İNOVASYON DEĞİŞKEN FON,
2025-07-24,NUB,NUROL PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,
2025-07-24,NVC,NEO PORTFÖY VENTO SERBEST FON,
2025-07-24,NVK,INVEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,
2025-07-24,NVT,NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,
2025-07-24,NVZ,NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON,
2025-07-24,NZH,NEO PORTFÖY İKİNCİ DEĞİŞKEN FON,
2025-07-24,NZT,NEO PORTFÖY PARA PİYASASI SERBEST FON,
2025-07-24,NZU,NUROL PORTFÖY ZÜMRÜT KATILIM SERBEST (DÖVİZ) FON,
2025-07-24,OBI,OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU,
2025-07-24,OBP,OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON,
2025-07-24,ODD,OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON,
2025-07-24,ODP,OSMANLI PORTFÖY BİRİNCİ SERBEST FON,
2025-07-24,ODS,OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON,
2025-07-24,ODV,AK PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,
2025-07-24,OFI,OYAK PORTFÖY İKİNCİ FON SEPETİ FONU,
2025-07-24,OFS,OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU,
2025-07-24,OGD,OYAK PORTFÖY ALTIN KATILIM FONU,
2025-07-24,OHB,OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,OIL,OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU,
2025-07-24,OIR,OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU,
2025-07-24,OJB,QNB PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,OJK,QNB PORTFÖY ALTIN FONU,
2025-07-24,OJT,QNB PORTFÖY TEKNOLOJİ FON SEPETİ FONU,
2025-07-24,OKD,OYAK PORTFÖY BİRİNCİ DEĞİŞKEN FON,
2025-07-24,OKP,OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,
2025-07-24,OKT,OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,
2025-07-24,OLA,OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON,
2025-07-24,OLD,QNB PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU,
2025-07-24,OLE,OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU,
2025-07-24,OMG,AZİMUT PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,ONK,AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON,
2025-07-24,ONN,AKTİF PORTFÖY AKTİF ONİKS SERBEST (TL) FON,
2025-07-24,ONS,İŞ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,
2025-07-24,OPD,OSMANLI PORTFÖY ANKA SERBEST FON,
2025-07-24,OPF,OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON,
2025-07-24,OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),
2025-07-24,OPI,OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),
2025-07-24,OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,
2025-07-24,ORC,QINVEST PORTFÖY ALFA SERBEST FON,
2025-07-24,OSD,OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,
2025-07-24,OSL,OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,
2025-07-24,OTJ,OYAK PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU,
2025-07-24,OTK,OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON,
2025-07-24,OTM,AZİMUT PORTFÖY OTOMOTİV SEKTÖRÜ DEĞİŞKEN FON,
2025-07-24,OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,
2025-07-24,OVD,QNB PORTFÖY EMTİA FON SEPETİ FONU,
2025-07-24,PAF,PARDUS PORTFÖY ALTIN FONU,
2025-07-24,PAL,AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON,
2025-07-24,PAO,PARDUS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PBI,PARDUS PORTFÖY BİRİNCİ FON SEPETİ FONU,
2025-07-24,PBK,QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST(DÖVİZ) FON,
2025-07-24,PBN,PİRAMİT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PBR,PUSULA PORTFÖY BİRİNCİ DEĞİŞKEN FON,
2025-07-24,PDD,QİNVEST PORTFÖY KATILIM FONU,
2025-07-24,PDF,QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,PEA,PERFORM PORTFÖY ALTIN FONU,
2025-07-24,PFO,PHİLLİP PORTFÖY FON SEPETİ FONU,
2025-07-24,PFS,ATLAS PORTFÖY FON SEPETİ FONU,
2025-07-24,PGD,QİNVEST PORTFÖY AGRESİF DEĞİŞKEN FON,
2025-07-24,PGS,AZİMUT PORTFÖY PAY GERİ ALIMI YAPAN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PHE,PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PHI,PİRAMİT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PHK,PHİLLİP PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PID,PİRAMİT PORTFÖY DEĞİŞKEN FON,
2025-07-24,PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,
2025-07-24,PIP,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,
2025-07-24,PIR,PİRAMİT PORTFÖY ALTIN FONU,
2025-07-24,PJL,PHİLLİP PORTFÖY PARA PİYASASI FONU,
2025-07-24,PKD,PUSULA PORTFÖY İKİNCİ DENGE KATILIM SERBEST FON,
2025-07-24,PKF,ATA PORTFÖY ALTIN KATILIM FONU,
2025-07-24,PKR,ROTA PORTFÖY PARA PİYASASI KATILIM FONU,
2025-07-24,PKT,YAPI KREDİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,
2025-07-24,PKV,PARDUS PORTFÖY KISA VADELİ SERBEST (TL) FON,
2025-07-24,PLR,OSMANLI PORTFÖY PARA PİYASASI FONU,
2025-07-24,PMP,PARDUS PORTFÖY MODEL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,POS,PARDUS PORTFÖY ONBEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PP1,PARDUS PORTFÖY BİRİNCİ KATILIM FONU,
2025-07-24,PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PPE,PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON,
2025-07-24,PPH,PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PPI,YAPI KREDİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,
2025-07-24,PPJ,AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,
2025-07-24,PPK,QNB PORTFÖY PARA PİYASASI KATILIM (TL) FONU,
2025-07-24,PPM,PİRAMİT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,PPP,PERFORM PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,PPS,PHİLLİP PORTFÖY BİRİNCİ SERBEST FON,
2025-07-24,PPT,ATLAS PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,PRD,PİRAMİT PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,PRH,AURA PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,PRU,ALLBATROSS PORTFÖY KISA VADELİ SERBEST (TL) FON,
2025-07-24,PRY,PUSULA PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,PSE,ATLAS PORTFÖY PARA PİYASASI SERBEST FON,
2025-07-24,PSL,AZİMUT PORTFÖY 8.0 SERBEST FON,
2025-07-24,PTE,TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,
2025-07-24,PTN,PHİLLİP PORTFÖY ALTIN FONU,
2025-07-24,PTO,PARDUS PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,PTS,QNB PORTFÖY PARA PİYASASI SERBEST (TL) FON,
2025-07-24,PUC,AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON,
2025-07-24,PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,
2025-07-24,PYR,PARDUS PORTFÖY YİRMİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RBA,ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU,
2025-07-24,RBB,RE-PIE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,
2025-07-24,RBF,ROTA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,
2025-07-24,RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RBI,RE-PIE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,RBK,ALBARAKA PORTFÖY KATILIM FONU,
2025-07-24,RBL,QNB PORTFÖY ROBOTİK VE BLOCKCHAİN TEKNOLOJİLERİ SERBEST FON,
2025-07-24,RBN,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RBP,RE-PIE PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,
2025-07-24,RBR,RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON,
2025-07-24,RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU,
2025-07-24,RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,
2025-07-24,RCV,AZİMUT PORTFÖY BİRİNCİ ÇOKLU VARLIK KATILIM FONU,
2025-07-24,RD1,ROTA PORTFÖY BİRİNCİ DEĞİŞKEN FON,
2025-07-24,RDF,ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RDT,PHİLLİP PORTFÖY RODOSTO SERBEST FON,
2025-07-24,RHI,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RIA,ROTA PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RIK,RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON,
2025-07-24,RJG,RE-PIE PORTFÖY ALTIN KATILIM FONU,
2025-07-24,RKC,ROTA PORTFÖY İKİNCİ DEĞİŞKEN FON,
2025-07-24,RKH,RE-PIE PORTFÖY KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RKS,ROTA PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,
2025-07-24,RKV,RE-PIE PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,
2025-07-24,RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,
2025-07-24,RPD,RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON,
2025-07-24,RPG,ROTA PORTFÖY ALTIN FONU,
2025-07-24,RPI,ROTA PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RPM,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,RPP,ROTA PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,RPS,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,RPT,ROTA PORTFÖY İKİNCİ SERBEST (TL) FON,
2025-07-24,RPX,ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,
2025-07-24,RRP,RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON,
2025-07-24,RS1,ROTA PORTFÖY BİRİNCİ KISA VADELİ SERBEST FON,
2025-07-24,RTD,RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,
2025-07-24,RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,RTP,RE-PIE PORTFÖY BİRİNCİ SERBEST FON,
2025-07-24,RUT,BV PORTFÖY ROBOTİK VE UZAY TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,SAS,AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,SBH,SPARTA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,SGT,GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,
2025-07-24,SKO,STRATEJİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,SNY,ATLAS PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,SOS,HEDEF PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,
2025-07-24,SPE,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON,
2025-07-24,SPN,AZİMUT PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,SPP,SPARTA PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,
2025-07-24,SPR,BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON,
2025-07-24,SPT,AKTİF PORTFÖY KATILIM FON SEPETİ FONU,
2025-07-24,SRL,PARDUS PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,SSK,DENİZ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,
2025-07-24,SSS,YAPI KREDİ PORTFÖY SAVUNMA SANAYİİ ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),
2025-07-24,STI,ATLAS PORTFÖY SENTİMENT SERBEST FON,
2025-07-24,SUA,ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON,
2025-07-24,SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,
2025-07-24,SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,
2025-07-24,SVB,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,
2025-07-24,TAL,ATLAS PORTFÖY ALTIN KATILIM FONU,
2025-07-24,TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,
2025-07-24,TBV,İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,
2025-07-24,TCA,ZİRAAT PORTFÖY ALTIN KATILIM FONU,
2025-07-24,TCB,TACİRLER PORTFÖY PARA PİYASASI FONU,
2025-07-24,TCC,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON,
2025-07-24,TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,
2025-07-24,TCF,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,
2025-07-24,TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,
2025-07-24,TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,
2025-07-24,TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,
2025-07-24,TEJ,AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU,
2025-07-24,TFF,TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU,
2025-07-24,TGA,GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON,
2025-07-24,TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,
2025-07-24,TGR,AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,
2025-07-24,THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON,
2025-07-24,THF,TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,THT,TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,THV,ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TI4,İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON,
2025-07-24,TI6,İŞ PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,
2025-07-24,TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,
2025-07-24,TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,
2025-07-24,TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,
2025-07-24,TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,
2025-07-24,TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,
2025-07-24,TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TLK,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU,
2025-07-24,TLY,TERA PORTFÖY BİRİNCİ SERBEST FON,
2025-07-24,TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TMC,İŞ PORTFÖY TEMA DEĞİŞKEN FON,
2025-07-24,TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,
2025-07-24,TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,TMZ,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU,
2025-07-24,TND,İŞ PORTFÖY TTF TENİSE DESTEK DEĞİŞKEN FON,
2025-07-24,TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,
2025-07-24,TP2,TERA PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,TPC,TEB PORTFÖY BİRİNCİ FON SEPETİ FONU,
2025-07-24,TPF,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU,
2025-07-24,TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,
2025-07-24,TPP,TEB PORTFÖY PUSULA SERBEST FON,
2025-07-24,TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,
2025-07-24,TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,
2025-07-24,TRJ,TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,
2025-07-24,TRO,TRIVE PORTFÖY ALTIN FONU,
2025-07-24,TRU,TERA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,
2025-07-24,TTA,İŞ PORTFÖY ALTIN FONU,
2025-07-24,TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,
2025-07-24,TUA,TEB PORTFÖY ALTIN FONU,
2025-07-24,TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,
2025-07-24,TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,
2025-07-24,UNT,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,
2025-07-24,UP1,ÜNLÜ PORTFÖY ALTIN FONU,
2025-07-24,UP2,ÜNLÜ PORTFÖY ONİKİNCİ SERBEST FON,
2025-07-24,UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,
2025-07-24,UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),
2025-07-24,UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,
2025-07-24,URA,ATA PORTFÖY ENERJİ DEĞİŞKEN FON,
2025-07-24,USY,ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON,
2025-07-24,VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),
